,name,api_name,physical_processor,arch,region,price_per_hour_reserved,price_per_hour_ondemand,vcpu,memory_gib,storage_gib
197,G4DN Metal,g4dn.metal,Intel Xeon Family,64-bit,sa-east-1,0.0,0.0,96,384.0,0
198,C4 High-CPU Quadruple Extra Large,c4.4xlarge,Intel Xeon E5-2666 v3 (Haswell),64-bit,sa-east-1,1.235,0.882,16,30.0,0
199,T3 Small,t3.small,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,sa-east-1,0.0336,0.0193,2                                                   for a                 4h 48m                 burst,2.0,0
200,F1 16xlarge,f1.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,sa-east-1,0.0,0.0,64,976.0,3760
201,T3 Micro,t3.micro,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,sa-east-1,0.0168,0.0096,2                                                   for a                 2h 24m                 burst,1.0,0
202,T3 Large,t3.large,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,sa-east-1,0.1344,0.0772,2                                                   for a                 7h 12m                 burst,8.0,0
203,T3A Micro,t3a.micro,AMD EPYC 7571,64-bit,sa-east-1,0.0151,0.0087,2                                                   for a                 2h 24m                 burst,1.0,0
204,G3S Extra Large,g3s.xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,sa-east-1,0.0,0.0,4,30.5,0
205,A1 Quadruple Extra Large,a1.4xlarge,AWS Graviton Processor,64-bit,sa-east-1,0.0,0.0,16,32.0,0
206,F1 Double Extra Large,f1.2xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,sa-east-1,0.0,0.0,8,122.0,470
207,A1 Medium,a1.medium,AWS Graviton Processor,64-bit,sa-east-1,0.0,0.0,1,2.0,0
208,T2 Medium,t2.medium,Intel Xeon Family,32/64-bit,sa-east-1,0.0744,0.0423,2                                                   for a                 4h 48m                 burst,4.0,0
209,A1 Large,a1.large,AWS Graviton Processor,64-bit,sa-east-1,0.0,0.0,2,4.0,0
210,High Storage Eight Extra Large,hs1.8xlarge,Intel Xeon E5-2650,64-bit,sa-east-1,0.0,0.0,17,117.0,48000
211,U-18TB1 Metal,u-18tb1.metal,Intel Xeon Platinum 8280L (Cascade Lake),64-bit,sa-east-1,0.0,0.0,448,18432.0,0
212,T3A Extra Large,t3a.xlarge,AMD EPYC 7571,64-bit,sa-east-1,0.2419,0.1389,4                                                   for a                 9h 36m                 burst,16.0,0
213,T1 Micro,t1.micro,Variable,32/64-bit,sa-east-1,0.027,0.019,1,0.613,0
214,R5DN Metal,r5dn.metal,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,sa-east-1,0.0,0.0,96,768.0,0
215,R5N Metal,r5n.metal,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,sa-east-1,0.0,0.0,96,768.0,0
216,U-6TB1 Metal,u-6tb1.metal,Intel Xeon Scalable (Skylake) processors,64-bit,sa-east-1,0.0,0.0,448,6144.0,0
217,U-24TB1 Metal,u-24tb1.metal,Intel Xeon Platinum 8280L (Cascade Lake),64-bit,sa-east-1,0.0,0.0,448,24576.0,0
218,T3 Nano,t3.nano,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,sa-east-1,0.0084,0.0048,2                                                   for a                 1h 12m                 burst,0.5,0
219,T2 Nano,t2.nano,Intel Xeon Family,32/64-bit,sa-east-1,0.0093,0.0053,1                                                   for a                 1h 12m                 burst,0.5,0
220,T3A Large,t3a.large,AMD EPYC 7571,64-bit,sa-east-1,0.121,0.0695,2                                                   for a                 7h 12m                 burst,8.0,0
221,U-9TB1 Metal,u-9tb1.metal,Intel Xeon Scalable (Skylake) processors,64-bit,sa-east-1,0.0,0.0,448,9216.0,0
222,U-12TB1 Metal,u-12tb1.metal,Intel Xeon Scalable (Skylake) processors,64-bit,sa-east-1,0.0,0.0,448,12288.0,0
223,C5 High-CPU Extra Large,c5d.xlarge,Intel Xeon Platinum 8124M,64-bit,sa-east-1,0.298,0.212,4,8.0,100
224,C5 High-CPU Metal,c5.metal,Intel Xeon Platinum 8275L,64-bit,sa-east-1,6.288,4.483,96,192.0,0
225,C5 High-CPU 9xlarge,c5.9xlarge,Intel Xeon Platinum 8124M,64-bit,sa-east-1,2.358,1.681,36,72.0,0
226,M5 General Purpose 24xlarge,m5.24xlarge,Intel Xeon Platinum 8175,64-bit,sa-east-1,7.344,4.334,96,384.0,0
227,M5 General Purpose 12xlarge,m5d.12xlarge,Intel Xeon Platinum 8175,64-bit,sa-east-1,4.32,2.618,48,192.0,1800
228,C5 High-CPU Large,c5.large,Intel Xeon Platinum 8124M,64-bit,sa-east-1,0.131,0.093,2,4.0,0
229,C5N Large,c5n.large,Intel Xeon Platinum 8124M,64-bit,sa-east-1,0.0,0.0,2,5.25,0
230,C5 High-CPU 24xlarge,c5.24xlarge,Intel Xeon Platinum 8275L,64-bit,sa-east-1,6.288,4.483,96,192.0,0
231,M5 General Purpose Double Extra Large,m5.2xlarge,Intel Xeon Platinum 8175,64-bit,sa-east-1,0.612,0.361,8,32.0,0
232,C5 High-CPU 18xlarge,c5.18xlarge,Intel Xeon Platinum 8124M,64-bit,sa-east-1,4.716,3.363,72,144.0,0
233,C5 High-CPU 18xlarge,c5d.18xlarge,Intel Xeon Platinum 8124M,64-bit,sa-east-1,5.364,3.813,72,144.0,1800
234,C5N 18xlarge,c5n.18xlarge,Intel Xeon Platinum 8124M,64-bit,sa-east-1,0.0,0.0,72,192.0,0
235,M5 General Purpose Large,m5.large,Intel Xeon Platinum 8175,64-bit,sa-east-1,0.153,0.09,2,8.0,0
236,C5 High-CPU Quadruple Extra Large,c5.4xlarge,Intel Xeon Platinum 8124M,64-bit,sa-east-1,1.048,0.747,16,32.0,0
237,M5 General Purpose 24xlarge,m5d.24xlarge,Intel Xeon Platinum 8175,64-bit,sa-east-1,8.64,5.235,96,384.0,3600
238,M5 General Purpose Large,m5d.large,Intel Xeon Platinum 8175,64-bit,sa-east-1,0.18,0.109,2,8.0,75
239,M5 General Purpose Double Extra Large,m5d.2xlarge,Intel Xeon Platinum 8175,64-bit,sa-east-1,0.72,0.436,8,32.0,300
240,C5 High-CPU Large,c5d.large,Intel Xeon Platinum 8124M,64-bit,sa-east-1,0.149,0.106,2,4.0,50
241,C5 High-CPU 24xlarge,c5d.24xlarge,Intel Xeon Platinum 8275L,64-bit,sa-east-1,7.152,5.085,96,192.0,3600
242,C5N Double Extra Large,c5n.2xlarge,Intel Xeon Platinum 8124M,64-bit,sa-east-1,0.0,0.0,8,21.0,0
243,M5 General Purpose Extra Large,m5d.xlarge,Intel Xeon Platinum 8175,64-bit,sa-east-1,0.36,0.218,4,16.0,150
244,M5 General Purpose Metal,m5.metal,Intel Xeon Platinum 8175,64-bit,sa-east-1,7.344,4.334,96,384.0,0
245,M5 General Purpose 12xlarge,m5.12xlarge,Intel Xeon Platinum 8175,64-bit,sa-east-1,3.672,2.167,48,192.0,0
246,C5 High-CPU Quadruple Extra Large,c5d.4xlarge,Intel Xeon Platinum 8124M,64-bit,sa-east-1,1.192,0.847,16,32.0,400
247,C5N Extra Large,c5n.xlarge,Intel Xeon Platinum 8124M,64-bit,sa-east-1,0.0,0.0,4,10.5,0
248,P3DN 24xlarge,p3dn.24xlarge,Intel Xeon Platinum 8175 (Skylake),64-bit,sa-east-1,0.0,0.0,96,768.0,1800
249,C5 High-CPU Metal,c5d.metal,Intel Xeon Platinum 8275L,64-bit,sa-east-1,7.152,5.085,96,192.0,3600
250,M5 General Purpose 16xlarge,m5d.16xlarge,Intel Xeon Platinum 8175,64-bit,sa-east-1,5.76,3.49,64,256.0,2400
251,C5 High-CPU Double Extra Large,c5.2xlarge,Intel Xeon Platinum 8124M,64-bit,sa-east-1,0.524,0.374,8,16.0,0
252,C5 High-CPU Double Extra Large,c5d.2xlarge,Intel Xeon Platinum 8124M,64-bit,sa-east-1,0.596,0.424,8,16.0,200
253,M5 General Purpose Extra Large,m5.xlarge,Intel Xeon Platinum 8175,64-bit,sa-east-1,0.306,0.181,4,16.0,0
254,C5N 9xlarge,c5n.9xlarge,Intel Xeon Platinum 8124M,64-bit,sa-east-1,0.0,0.0,36,96.0,0
255,C5 High-CPU Extra Large,c5.xlarge,Intel Xeon Platinum 8124M,64-bit,sa-east-1,0.262,0.187,4,8.0,0
256,M5 General Purpose Quadruple Extra Large,m5d.4xlarge,Intel Xeon Platinum 8175,64-bit,sa-east-1,1.44,0.873,16,64.0,600
257,M5 General Purpose Metal,m5d.metal,Intel Xeon Platinum 8175,64-bit,sa-east-1,8.64,5.235,96,384.0,3600
258,M5 General Purpose Quadruple Extra Large,m5.4xlarge,Intel Xeon Platinum 8175,64-bit,sa-east-1,1.224,0.722,16,64.0,0
259,C5 High-CPU 12xlarge,c5d.12xlarge,Intel Xeon Platinum 8275L,64-bit,sa-east-1,3.576,2.542,48,96.0,1800
260,M5 General Purpose Eight Extra Large,m5d.8xlarge,Intel Xeon Platinum 8175,64-bit,sa-east-1,2.88,1.745,32,128.0,1200
261,M5 General Purpose 16xlarge,m5.16xlarge,Intel Xeon Platinum 8175,64-bit,sa-east-1,4.896,2.89,64,256.0,0
262,C5 High-CPU 9xlarge,c5d.9xlarge,Intel Xeon Platinum 8124M,64-bit,sa-east-1,2.682,1.907,36,72.0,900
263,C5 High-CPU 12xlarge,c5.12xlarge,Intel Xeon Platinum 8275L,64-bit,sa-east-1,3.144,2.242,48,96.0,0
264,C5N Quadruple Extra Large,c5n.4xlarge,Intel Xeon Platinum 8124M,64-bit,sa-east-1,0.0,0.0,16,42.0,0
265,M5 General Purpose Eight Extra Large,m5.8xlarge,Intel Xeon Platinum 8175,64-bit,sa-east-1,2.448,1.445,32,128.0,0
266,M5DN Extra Large,m5dn.xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,0.334,0.218,4,16.0,150
267,M5A Double Extra Large,m5a.2xlarge,AMD EPYC 7571,64-bit,ap-southeast-1,0.432,0.28,8,32.0,0
268,R5N 12xlarge,r5n.12xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,4.272,2.718,48,384.0,0
269,R5AD Extra Large,r5ad.xlarge,AMD EPYC 7571,64-bit,ap-southeast-1,0.318,0.199,4,32.0,150
270,R5N Extra Large,r5n.xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,0.356,0.227,4,32.0,0
271,I3EN 12xlarge,i3en.12xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-1,6.504,4.448,48,384.0,30000
272,I3EN Metal,i3en.metal,Intel Xeon Platinum 8175,64-bit,ap-southeast-1,0.0,0.0,96,768.0,60000
273,R5DN Extra Large,r5dn.xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,0.4,0.255,4,32.0,150
274,I2 Extra Large,i2.xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,ap-southeast-1,1.018,0.61,4,30.5,800
275,M5N 16xlarge,m5n.16xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,4.672,3.056,64,256.0,0
276,T2 Micro,t2.micro,Intel Xeon Family,32/64-bit,ap-southeast-1,0.0146,0.0091,1                                                   for a                 2h 24m                 burst,1.0,0
277,D2 Eight Extra Large,d2.8xlarge,Intel Xeon E5-2676v3 (Haswell),64-bit,ap-southeast-1,6.96,4.104,36,244.0,48000
278,I3EN 3xlarge,i3en.3xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-1,1.626,1.112,12,96.0,7500
279,Z1D 3xlarge,z1d.3xlarge,Intel Xeon Platinum 8151,64-bit,ap-southeast-1,1.356,0.857,12,96.0,450
280,X1E 16xlarge,x1e.16xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,ap-southeast-1,19.344,11.919,64,1952.0,1920
281,R5N 24xlarge,r5n.24xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,8.544,5.437,96,768.0,0
282,I2 Eight Extra Large,i2.8xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,ap-southeast-1,8.14,4.88,32,244.0,6400
283,R5A Eight Extra Large,r5a.8xlarge,AMD EPYC 7571,64-bit,ap-southeast-1,2.176,1.373,32,256.0,0
284,A1 Metal,a1.metal,AWS Graviton Processor,64-bit,ap-southeast-1,0.47,0.312,16,32.0,0
285,I2 Double Extra Large,i2.2xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,ap-southeast-1,2.035,1.22,8,61.0,1600
286,I3EN Double Extra Large,i3en.2xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-1,1.084,0.741,8,64.0,5000
287,M5A Extra Large,m5a.xlarge,AMD EPYC 7571,64-bit,ap-southeast-1,0.216,0.14,4,16.0,0
288,P3 Double Extra Large,p3.2xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-1,4.234,2.965,8,61.0,0
289,T2 Double Extra Large,t2.2xlarge,Intel Xeon Family,64-bit,ap-southeast-1,0.4672,0.2904,8                                                   for a                 4h 4.8m                 burst,32.0,0
290,H1 Eight Extra Large,h1.8xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-1,0.0,0.0,32,128.0,8000
291,R5D 24xlarge,r5d.24xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-1,8.352,5.269,96,768.0,3600
292,I3EN 6xlarge,i3en.6xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-1,3.252,2.224,24,192.0,15000
293,R4 High-Memory Eight Extra Large,r4.8xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-1,2.56,1.6128,32,244.0,0
294,T2 Large,t2.large,Intel Xeon Family,64-bit,ap-southeast-1,0.1168,0.0726,2                                                   for a                 7h 12m                 burst,8.0,0
295,X1 Extra High-Memory 16xlarge,x1.16xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,ap-southeast-1,9.671,5.959,64,976.0,1920
296,M5A 16xlarge,m5a.16xlarge,AMD EPYC 7571,64-bit,ap-southeast-1,3.456,2.239,64,256.0,0
297,R5 Metal,r5.metal,Intel Xeon Platinum 8175,64-bit,ap-southeast-1,7.296,4.596,96,768.0,0
298,R5A Large,r5a.large,AMD EPYC 7571,64-bit,ap-southeast-1,0.136,0.086,2,16.0,0
299,C3 High-CPU Large,c3.large,Intel Xeon E5-2680 v2 (Ivy Bridge),32/64-bit,ap-southeast-1,0.132,0.098,2,3.75,32
300,R5A 24xlarge,r5a.24xlarge,AMD EPYC 7571,64-bit,ap-southeast-1,6.528,4.119,96,768.0,0
301,G3 16xlarge,g3.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-1,6.68,5.0192,64,488.0,0
302,A1 Double Extra Large,a1.2xlarge,AWS Graviton Processor,64-bit,ap-southeast-1,0.2352,0.1562,8,16.0,0
303,C4 High-CPU Extra Large,c4.xlarge,Intel Xeon E5-2666 v3 (Haswell),64-bit,ap-southeast-1,0.231,0.158,4,7.5,0
304,X1E Quadruple Extra Large,x1e.4xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,ap-southeast-1,4.836,2.98,16,488.0,480
305,M5AD Extra Large,m5ad.xlarge,AMD EPYC 7571,64-bit,ap-southeast-1,0.258,0.167,4,16.0,150
306,I3EN 24xlarge,i3en.24xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-1,13.008,8.895,96,768.0,60000
307,M4 General Purpose Large,m4.large,Intel Xeon E5-2676 v3 (Haswell),64-bit,ap-southeast-1,0.125,0.0777,2,8.0,0
308,H1 Quadruple Extra Large,h1.4xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-1,0.0,0.0,16,64.0,4000
309,X1E Extra Large,x1e.xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,ap-southeast-1,1.209,0.745,4,122.0,120
310,G4DN Eight Extra Large,g4dn.8xlarge,Intel Xeon Family,64-bit,ap-southeast-1,3.045,1.918,32,128.0,900
311,R5N Large,r5n.large,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,0.178,0.113,2,16.0,0
312,R3 High-Memory Large,r3.large,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,ap-southeast-1,0.2,0.149,2,15.25,32
313,R5N Double Extra Large,r5n.2xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,0.712,0.453,8,64.0,0
314,C4 High-CPU Large,c4.large,Intel Xeon E5-2666 v3 (Haswell),64-bit,ap-southeast-1,0.115,0.079,2,3.75,0
315,R5D Extra Large,r5d.xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-1,0.348,0.22,4,32.0,150
316,R5 Double Extra Large,r5.2xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-1,0.608,0.383,8,64.0,0
317,M3 General Purpose Double Extra Large,m3.2xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),64-bit,ap-southeast-1,0.784,0.544,8,30.0,160
318,M5N 12xlarge,m5n.12xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,3.504,2.292,48,192.0,0
319,M4 General Purpose Deca Extra Large,m4.10xlarge,Intel Xeon E5-2676 v3 (Haswell),64-bit,ap-southeast-1,2.5,1.554,40,160.0,0
320,M5AD Large,m5ad.large,AMD EPYC 7571,64-bit,ap-southeast-1,0.129,0.083,2,8.0,75
321,R5DN Eight Extra Large,r5dn.8xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,3.2,2.04,32,256.0,1200
322,R5N 16xlarge,r5n.16xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,5.696,3.624,64,512.0,0
323,R5D Metal,r5d.metal,Intel Xeon Platinum 8175,64-bit,ap-southeast-1,8.352,5.269,96,768.0,3600
324,X1 Extra High-Memory 32xlarge,x1.32xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,ap-southeast-1,19.341,11.918,128,1952.0,3840
325,R5N Eight Extra Large,r5n.8xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,2.848,1.812,32,256.0,0
326,M5DN Large,m5dn.large,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,0.167,0.109,2,8.0,75
327,P3 16xlarge,p3.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-1,33.872,23.722,64,488.0,0
328,M3 General Purpose Large,m3.large,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),64-bit,ap-southeast-1,0.196,0.136,2,7.5,32
329,M5N Double Extra Large,m5n.2xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,0.584,0.382,8,32.0,0
330,R5 24xlarge,r5.24xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-1,7.296,4.596,96,768.0,0
331,M5DN 12xlarge,m5dn.12xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,4.008,2.618,48,192.0,1800
332,R5DN 16xlarge,r5dn.16xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,6.4,4.079,64,512.0,2400
333,R4 High-Memory Large,r4.large,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-1,0.16,0.1008,2,15.25,0
334,R3 High-Memory Extra Large,r3.xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,ap-southeast-1,0.399,0.298,4,30.5,80
335,X1E 32xlarge,x1e.32xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,ap-southeast-1,38.688,23.839,128,3904.0,3840
336,M5A Quadruple Extra Large,m5a.4xlarge,AMD EPYC 7571,64-bit,ap-southeast-1,0.864,0.56,16,64.0,0
337,R5AD Double Extra Large,r5ad.2xlarge,AMD EPYC 7571,64-bit,ap-southeast-1,0.636,0.399,8,64.0,300
338,T2 Extra Large,t2.xlarge,Intel Xeon Family,64-bit,ap-southeast-1,0.2336,0.1452,4                                                   for a                 5h 24m                 burst,16.0,0
339,General Purpose GPU 16xlarge,p2.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-1,27.488,20.659,64,768.0,0
340,M5DN 16xlarge,m5dn.16xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,5.344,3.49,64,256.0,2400
341,C3 High-CPU Eight Extra Large,c3.8xlarge,Intel Xeon E5-2680 v2 (Ivy Bridge),64-bit,ap-southeast-1,2.117,1.568,32,60.0,640
342,M3 General Purpose Medium,m3.medium,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),64-bit,ap-southeast-1,0.098,0.068,1,3.75,4
343,X1E Double Extra Large,x1e.2xlarge,High Frequency Intel Xeon E7-8880 v3 (Haswell),64-bit,ap-southeast-1,2.418,1.49,8,244.0,240
344,M5DN 24xlarge,m5dn.24xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,8.016,5.235,96,384.0,3600
345,M5A Eight Extra Large,m5a.8xlarge,AMD EPYC 7571,64-bit,ap-southeast-1,1.728,1.119,32,128.0,0
346,M5AD Double Extra Large,m5ad.2xlarge,AMD EPYC 7571,64-bit,ap-southeast-1,0.516,0.333,8,32.0,300
347,R5A Double Extra Large,r5a.2xlarge,AMD EPYC 7571,64-bit,ap-southeast-1,0.544,0.343,8,64.0,0
348,M5A 12xlarge,m5a.12xlarge,AMD EPYC 7571,64-bit,ap-southeast-1,2.592,1.679,48,192.0,0
349,T2 Small,t2.small,Intel Xeon Family,32/64-bit,ap-southeast-1,0.0292,0.0182,1                                                   for a                 4h 48m                 burst,2.0,0
350,D2 Extra Large,d2.xlarge,Intel Xeon E5-2676v3 (Haswell),64-bit,ap-southeast-1,0.87,0.513,4,30.5,6000
351,G4DN 16xlarge,g4dn.16xlarge,Intel Xeon Family,64-bit,ap-southeast-1,6.089,3.836,64,256.0,900
352,T3 Medium,t3.medium,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,ap-southeast-1,0.0528,0.0332,2                                                   for a                 4h 48m                 burst,4.0,0
353,M1 General Purpose Extra Large,m1.xlarge,Intel Xeon Family,64-bit,ap-southeast-1,0.467,0.312,4,15.0,1680
354,M5N Extra Large,m5n.xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,0.292,0.191,4,16.0,0
355,M3 General Purpose Extra Large,m3.xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),64-bit,ap-southeast-1,0.392,0.272,4,15.0,80
356,M1 General Purpose Medium,m1.medium,Intel Xeon Family,32/64-bit,ap-southeast-1,0.117,0.078,1,3.75,410
357,T3A Medium,t3a.medium,AMD EPYC 7571,64-bit,ap-southeast-1,0.0472,0.0297,2                                                   for a                 4h 48m                 burst,4.0,0
358,R4 High-Memory 16xlarge,r4.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-1,5.12,3.2256,64,488.0,0
359,G4DN Quadruple Extra Large,g4dn.4xlarge,Intel Xeon Family,64-bit,ap-southeast-1,1.685,1.061,16,64.0,225
360,I3 High I/O Extra Large,i3.xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-1,0.374,0.256,4,30.5,950
361,Z1D Double Extra Large,z1d.2xlarge,Intel Xeon Platinum 8151,64-bit,ap-southeast-1,0.904,0.571,8,64.0,300
362,C3 High-CPU Extra Large,c3.xlarge,Intel Xeon E5-2680 v2 (Ivy Bridge),64-bit,ap-southeast-1,0.265,0.196,4,7.5,80
363,R5 Eight Extra Large,r5.8xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-1,2.432,1.532,32,256.0,0
364,C3 High-CPU Double Extra Large,c3.2xlarge,Intel Xeon E5-2680 v2 (Ivy Bridge),64-bit,ap-southeast-1,0.529,0.392,8,15.0,160
365,R3 High-Memory Double Extra Large,r3.2xlarge,Intel Xeon E5-2670 v2 (Ivy Bridge),64-bit,ap-southeast-1,0.798,0.597,8,61.0,160
366,R4 High-Memory Double Extra Large,r4.2xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-1,0.64,0.4032,8,61.0,0
367,General Purpose GPU Eight Extra Large,p2.8xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-1,13.744,10.329,32,488.0,0
368,C4 High-CPU Eight Extra Large,c4.8xlarge,Intel Xeon E5-2666 v3 (Haswell),64-bit,ap-southeast-1,1.848,1.26,36,60.0,0
369,D2 Double Extra Large,d2.2xlarge,Intel Xeon E5-2676v3 (Haswell),64-bit,ap-southeast-1,1.74,1.026,8,61.0,12000
370,D2 Quadruple Extra Large,d2.4xlarge,Intel Xeon E5-2676v3 (Haswell),64-bit,ap-southeast-1,3.48,2.052,16,122.0,24000
371,M5AD Quadruple Extra Large,m5ad.4xlarge,AMD EPYC 7571,64-bit,ap-southeast-1,1.032,0.666,16,64.0,600
372,M5DN Quadruple Extra Large,m5dn.4xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,1.336,0.873,16,64.0,600
373,R5 16xlarge,r5.16xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-1,4.864,3.064,64,512.0,0
374,M5N 24xlarge,m5n.24xlarge,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,7.008,4.584,96,384.0,0
375,M4 General Purpose Extra Large,m4.xlarge,Intel Xeon E5-2676 v3 (Haswell),64-bit,ap-southeast-1,0.25,0.1554,4,16.0,0
376,R5A Quadruple Extra Large,r5a.4xlarge,AMD EPYC 7571,64-bit,ap-southeast-1,1.088,0.687,16,128.0,0
377,T3 Extra Large,t3.xlarge,Intel Skylake E5 2686 v5 (2.5 GHz),64-bit,ap-southeast-1,0.2112,0.1328,4                                                   for a                 9h 36m                 burst,16.0,0
378,Z1D 12xlarge,z1d.12xlarge,Intel Xeon Platinum 8151,64-bit,ap-southeast-1,5.424,3.429,48,384.0,1800
379,M4 General Purpose 16xlarge,m4.16xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-1,4.0,2.4864,64,256.0,0
380,R5 12xlarge,r5.12xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-1,3.648,2.298,48,384.0,0
381,M4 General Purpose Quadruple Extra Large,m4.4xlarge,Intel Xeon E5-2676 v3 (Haswell),64-bit,ap-southeast-1,1.0,0.6216,16,64.0,0
382,R4 High-Memory Extra Large,r4.xlarge,Intel Xeon E5-2686 v4 (Broadwell),64-bit,ap-southeast-1,0.32,0.2016,4,30.5,0
383,M1 General Purpose Small,m1.small,Intel Xeon Family,32/64-bit,ap-southeast-1,0.058,0.039,1,1.7,160
384,A1 Extra Large,a1.xlarge,AWS Graviton Processor,64-bit,ap-southeast-1,0.1176,0.0781,4,8.0,0
385,Z1D 6xlarge,z1d.6xlarge,Intel Xeon Platinum 8151,64-bit,ap-southeast-1,2.712,1.714,24,192.0,900
386,R5D Quadruple Extra Large,r5d.4xlarge,Intel Xeon Platinum 8175,64-bit,ap-southeast-1,1.392,0.878,16,128.0,600
387,M5DN Metal,m5dn.metal,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,0.0,0.0,96,384.0,0
388,R5A 16xlarge,r5a.16xlarge,AMD EPYC 7571,64-bit,ap-southeast-1,4.352,2.746,64,512.0,0
389,M5N Large,m5n.large,Intel Xeon Platinum 8259 (Cascade Lake),64-bit,ap-southeast-1,0.146,0.096,2,8.0,0
